Rating,Datadate,Content,BOW,Sentiment Score
4,20/8/2020,"Shipped really fast and came very well protected in the packaging and with the shipping service! Had to sign for it, so I know it would not get taken by porch pirates! Works perfectly, despite the normal issues (lagging joycons, short battery off the dock) that are common to all Nintendo Switches right now. It did cost more than when they originally came out, but that's supply-and-demand, I guess.","Counter({'came': 2, 'shipped': 1, 'really': 1, 'fast': 1, 'well': 1, 'protected': 1, 'packaging': 1, 'shipping': 1, 'service': 1, 'sign': 1, 'know': 1, 'would': 1, 'get': 1, 'taken': 1, 'porch': 1, 'pirate': 1, 'work': 1, 'perfectly': 1, 'despite': 1, 'normal': 1, 'issue': 1, 'lagging': 1, 'joycons': 1, 'short': 1, 'battery': 1, 'dock': 1, 'common': 1, 'nintendo': 1, 'switch': 1, 'right': 1, 'cost': 1, 'originally': 1, 'guess': 1})",0.280357143
5,20/8/2020,"Unlike other retailers who had a low price but not stock Walmart, well it may have had a slightly higher price, was able to get me the item quickly and exactly as described.","Counter({'price': 2, 'unlike': 1, 'retailer': 1, 'low': 1, 'stock': 1, 'walmart': 1, 'well': 1, 'may': 1, 'slightly': 1, 'higher': 1, 'able': 1, 'get': 1, 'item': 1, 'quickly': 1, 'exactly': 1, 'described': 1})",0.201388889
5,20/8/2020,It came earlier than expected in great condition. Very satisfied with the service! My mom enjoyed it very much! Happy I found a switch finally after months of searching!,"Counter({'came': 1, 'earlier': 1, 'expected': 1, 'great': 1, 'condition': 1, 'satisfied': 1, 'service': 1, 'mom': 1, 'enjoyed': 1, 'much': 1, 'happy': 1, 'found': 1, 'switch': 1, 'finally': 1, 'month': 1, 'searching': 1})",0.401785714
5,20/8/2020,Its a real Switch and I found one. In summer of 2020. What else is there to say? I am ecstatic,"Counter({'real': 1, 'switch': 1, 'found': 1, 'one': 1, 'summer': 1, 'else': 1, 'say': 1, 'ecstatic': 1})",0.2
5,20/8/2020,My grandchildren enjoy it and use it daily.,"Counter({'grandchild': 1, 'enjoy': 1, 'use': 1, 'daily': 1})",0.2
4,21/8/2020,I love my new switch. The only thing I wasnt too thrilled about were these scratch mark looking things on the switch screen when I opened my order an the box was pretty scratched up too but not getting too upset about it I was just more like oh what the. What happened here XD. Cuz I did have this mailed to me an maybe it got a little messed up during shipment but they should be more careful especially with electronics. Things happen and Besides Im mostly playing this on my big screen an not really gonna be using switch screen so other than that. Im in love!!!!,"Counter({'switch': 3, 'thing': 3, 'screen': 3, 'love': 2, 'im': 2, 'new': 1, 'wasnt': 1, 'thrilled': 1, 'scratch': 1, 'mark': 1, 'looking': 1, 'opened': 1, 'order': 1, 'box': 1, 'pretty': 1, 'scratched': 1, 'getting': 1, 'upset': 1, 'like': 1, 'oh': 1, 'happened': 1, 'xd': 1, 'cuz': 1, 'mailed': 1, 'maybe': 1, 'got': 1, 'little': 1, 'messed': 1, 'shipment': 1, 'careful': 1, 'especially': 1, 'electronics': 1, 'happen': 1, 'besides': 1, 'mostly': 1, 'playing': 1, 'big': 1, 'really': 1, 'gon': 1, 'na': 1, 'using': 1})",0.231590909
3,21/8/2020,The fact I paid 125 dollars more than in store price aggravates me but my bonus daughter was super happy it arrived by her birthday,"Counter({'fact': 1, 'paid': 1, 'dollar': 1, 'store': 1, 'price': 1, 'aggravates': 1, 'bonus': 1, 'daughter': 1, 'super': 1, 'happy': 1, 'arrived': 1, 'birthday': 1})",0.544444444
5,21/8/2020,My kids are very happy. Its working very good. Arrived one week earlier. My kids used it for three weeks and its still in good shape. Good product.,"Counter({'good': 3, 'kid': 2, 'week': 2, 'happy': 1, 'working': 1, 'arrived': 1, 'one': 1, 'earlier': 1, 'used': 1, 'three': 1, 'still': 1, 'shape': 1, 'product': 1})",0.662
5,22/8/2020,"Arrived first day amazon said it would yo my delightful surprise. Perfect condition, looked like it has never been open. Works great no joy con drift so far either! A little expensive but tbh during corona this is one of the best prices out there. Well worth if ur willing to pay the extra money to get it during rona","Counter({'arrived': 1, 'first': 1, 'day': 1, 'amazon': 1, 'said': 1, 'would': 1, 'yo': 1, 'delightful': 1, 'surprise': 1, 'perfect': 1, 'condition': 1, 'looked': 1, 'like': 1, 'never': 1, 'open': 1, 'work': 1, 'great': 1, 'joy': 1, 'con': 1, 'drift': 1, 'far': 1, 'either': 1, 'little': 1, 'expensive': 1, 'tbh': 1, 'corona': 1, 'one': 1, 'best': 1, 'price': 1, 'well': 1, 'worth': 1, 'ur': 1, 'willing': 1, 'pay': 1, 'extra': 1, 'money': 1, 'get': 1, 'rona': 1})",0.279807692
5,22/8/2020,Arrived faster than expected. Love it,"Counter({'arrived': 1, 'faster': 1, 'expected': 1, 'love': 1})",0.2
4,22/8/2020,The inavailability of product elsewhere left me in a tough spot for my son's birthday so I paid $381 vs the standard $299 everywhere else (not avail until Oct) but I was very happy it arrived 3 days earlier than promised. No factory seal on box.,"Counter({'inavailability': 1, 'product': 1, 'elsewhere': 1, 'left': 1, 'tough': 1, 'spot': 1, 'son': 1, 'birthday': 1, 'paid': 1, 'v': 1, 'standard': 1, 'everywhere': 1, 'else': 1, 'avail': 1, 'oct': 1, 'happy': 1, 'arrived': 1, 'day': 1, 'earlier': 1, 'promised': 1, 'factory': 1, 'seal': 1, 'box': 1})",0.122222222
4,23/8/2020,It's a nice game but I had to return it I found a cheaper one marked $299 which is it's regular price at best buy.,"Counter({'nice': 1, 'game': 1, 'return': 1, 'found': 1, 'cheaper': 1, 'one': 1, 'marked': 1, 'regular': 1, 'price': 1, 'best': 1, 'buy': 1})",0.26
4,23/8/2020,"Joycons started to have a drift 3 months later, when the console is too hot, you can hear the fan working and sometimes when console is cold and you turn it in, that noise is there","Counter({'console': 2, 'joycons': 1, 'started': 1, 'drift': 1, 'month': 1, 'later': 1, 'hot': 1, 'hear': 1, 'fan': 1, 'working': 1, 'sometimes': 1, 'cold': 1, 'turn': 1, 'noise': 1})",-0.116666667
5,23/8/2020,"Walmart provided this excellent third party seller to the world when we are under a pandemic. It was hard to locate a Nintendo Switch that wasn't too overly priced, but knowing that some of the money would go toward a good cause helped me to feel better about the purchase. The package arrived a lot sooner than expected. My child is extremely happy. Thank you!","Counter({'walmart': 1, 'provided': 1, 'excellent': 1, 'third': 1, 'party': 1, 'seller': 1, 'world': 1, 'pandemic': 1, 'hard': 1, 'locate': 1, 'nintendo': 1, 'switch': 1, 'overly': 1, 'priced': 1, 'knowing': 1, 'money': 1, 'would': 1, 'go': 1, 'toward': 1, 'good': 1, 'cause': 1, 'helped': 1, 'feel': 1, 'better': 1, 'purchase': 1, 'package': 1, 'arrived': 1, 'lot': 1, 'sooner': 1, 'expected': 1, 'child': 1, 'extremely': 1, 'happy': 1, 'thank': 1})",0.401190476
5,23/8/2020,"OMG, I love this game! I searched for the console for over a year and couldn't find one that wasn't totally overpriced. However, I did pay a little bit more because the game of sold out everywhere due to COVID. I also scored the Ring Fit Adventure...If you don't have these....you MUST get them. Awesome experience and great for exercise! I totally recommend!","Counter({'game': 2, 'totally': 2, 'omg': 1, 'love': 1, 'searched': 1, 'console': 1, 'year': 1, 'could': 1, 'find': 1, 'one': 1, 'overpriced': 1, 'however': 1, 'pay': 1, 'little': 1, 'bit': 1, 'sold': 1, 'everywhere': 1, 'due': 1, 'covid': 1, 'also': 1, 'scored': 1, 'ring': 1, 'fit': 1, 'adventure': 1, 'must': 1, 'get': 1, 'awesome': 1, 'experience': 1, 'great': 1, 'exercise': 1, 'recommend': 1})",0.198863636
5,24/8/2020,"Thank you seller, Direct Distributer! Everything was in perfect condition! There wasn't an SD card but I didn't really expect there one to be there anyways because of reviews. Package arrived like it said it would, Everything else was great!","Counter({'everything': 2, 'thank': 1, 'seller': 1, 'direct': 1, 'distributer': 1, 'perfect': 1, 'condition': 1, 'sd': 1, 'card': 1, 'really': 1, 'expect': 1, 'one': 1, 'anyways': 1, 'review': 1, 'package': 1, 'arrived': 1, 'like': 1, 'said': 1, 'would': 1, 'else': 1, 'great': 1})",0.58125
5,24/8/2020,Amazon delivered on time. No problem. Switch unit 2019 price was 299.00 this was twice the price with a SD card added to package. Over priced but hard to get so I paid the price. Happy with the unit. Happy over all.,"Counter({'price': 3, 'unit': 2, 'happy': 2, 'amazon': 1, 'delivered': 1, 'time': 1, 'problem': 1, 'switch': 1, 'twice': 1, 'sd': 1, 'card': 1, 'added': 1, 'package': 1, 'priced': 1, 'hard': 1, 'get': 1, 'paid': 1})",0.436111111
5,24/8/2020,"Did not like that I was PRICE GOUGED purchasing this product, highly unethical paid twice the amount !!","Counter({'like': 1, 'price': 1, 'gouged': 1, 'purchasing': 1, 'product': 1, 'highly': 1, 'unethical': 1, 'paid': 1, 'twice': 1, 'amount': 1})",0.25
5,24/8/2020,"I am happy with my purchase! I wanted a Switch for a while and they have been hard to find. I finally found one here and I was not sure what expect as it was sold through a third party. But it came in a timely manner and I am satisfied! Obviously the Switch is super fun and convenient. I understand now why it is called the Switch, because you can switch from handheld to playing on the tv so easily!","Counter({'switch': 4, 'happy': 1, 'purchase': 1, 'wanted': 1, 'hard': 1, 'find': 1, 'finally': 1, 'found': 1, 'one': 1, 'sure': 1, 'expect': 1, 'sold': 1, 'third': 1, 'party': 1, 'came': 1, 'timely': 1, 'manner': 1, 'satisfied': 1, 'obviously': 1, 'super': 1, 'fun': 1, 'convenient': 1, 'understand': 1, 'called': 1, 'handheld': 1, 'playing': 1, 'tv': 1, 'easily': 1})",0.225833333
2,24/8/2020,The piece that attaches to the TV does not work. Very frustrating tryi g to figure put what the problem is. We have to assume the part itself is broken.,"Counter({'piece': 1, 'attache': 1, 'tv': 1, 'work': 1, 'frustrating': 1, 'tryi': 1, 'g': 1, 'figure': 1, 'put': 1, 'problem': 1, 'assume': 1, 'part': 1, 'broken': 1})",-0.46
4,24/8/2020,Good - delivered on time. Disappointed with nintendo box package condition as it arrived. It wasn't wrapped or taped to open. Glad the product is working...no games came with the bundle and it took few hours to connect nintendo server and get something to start with.,"Counter({'nintendo': 2, 'good': 1, 'delivered': 1, 'time': 1, 'disappointed': 1, 'box': 1, 'package': 1, 'condition': 1, 'arrived': 1, 'wrapped': 1, 'taped': 1, 'open': 1, 'glad': 1, 'product': 1, 'working': 1, 'game': 1, 'came': 1, 'bundle': 1, 'took': 1, 'hour': 1, 'connect': 1, 'server': 1, 'get': 1, 'something': 1, 'start': 1})",0.05
1,24/8/2020,"It's an amazing console and it came quickly. Leaving a 1 star review for having to pay scalper prices due to companies trying to use the increased demand during a global pandemic to gouge profits. If it is not urgent, like a birthday gift in my case, wait until stores restock it for the actual retail price of 299. I have two Switch consoles my self and love them dearly. Great handheld by Nintendo.","Counter({'console': 2, 'price': 2, 'amazing': 1, 'came': 1, 'quickly': 1, 'leaving': 1, 'star': 1, 'review': 1, 'pay': 1, 'scalper': 1, 'due': 1, 'company': 1, 'trying': 1, 'use': 1, 'increased': 1, 'demand': 1, 'global': 1, 'pandemic': 1, 'gouge': 1, 'profit': 1, 'urgent': 1, 'like': 1, 'birthday': 1, 'gift': 1, 'case': 1, 'wait': 1, 'store': 1, 'restock': 1, 'actual': 1, 'retail': 1, 'two': 1, 'switch': 1, 'self': 1, 'love': 1, 'dearly': 1, 'great': 1, 'handheld': 1, 'nintendo': 1})",0.301190476
1,25/8/2020,Do not buy from this seller. Brought Nintendo switch and card reader stopped working after first time. I returned it now I’m fighting to get a refund!,"Counter({'buy': 1, 'seller': 1, 'brought': 1, 'nintendo': 1, 'switch': 1, 'card': 1, 'reader': 1, 'stopped': 1, 'working': 1, 'first': 1, 'time': 1, 'returned': 1, 'fighting': 1, 'get': 1, 'refund': 1})",0.3125
1,25/8/2020,I bought this and received it horrible condition. Im not quite sure why they would send an item like this in a plastic shipping bag. It would have been sent in a box with bubble wrap. I plan to gift this and feel as though I cant!,"Counter({'would': 2, 'bought': 1, 'received': 1, 'horrible': 1, 'condition': 1, 'im': 1, 'quite': 1, 'sure': 1, 'send': 1, 'item': 1, 'like': 1, 'plastic': 1, 'shipping': 1, 'bag': 1, 'sent': 1, 'box': 1, 'bubble': 1, 'wrap': 1, 'plan': 1, 'gift': 1, 'feel': 1, 'though': 1, 'cant': 1})",-0.1875
5,25/8/2020,Great for small hands! My kids love this game system. The games are so much better for kids than adults. The controllers are very small and hard to use.,"Counter({'small': 2, 'kid': 2, 'game': 2, 'great': 1, 'hand': 1, 'love': 1, 'system': 1, 'much': 1, 'better': 1, 'adult': 1, 'controller': 1, 'hard': 1, 'use': 1})",0.067261905
5,26/8/2020,Console did not come with a memory card as advertised. Contacted the seller and informed a memory card would be shipped this week! Came a week early too!,"Counter({'memory': 2, 'card': 2, 'week': 2, 'console': 1, 'come': 1, 'advertised': 1, 'contacted': 1, 'seller': 1, 'informed': 1, 'would': 1, 'shipped': 1, 'came': 1, 'early': 1})",0.125
5,26/8/2020,"It came in on time, its just like any other Nintendo Switches. I love it! It connects to my tv just fine","Counter({'came': 1, 'time': 1, 'like': 1, 'nintendo': 1, 'switch': 1, 'love': 1, 'connects': 1, 'tv': 1, 'fine': 1})",0.305555556
4,27/8/2020,"As soon as I am able I will remove my former negative review. They responded promptly and apologized for the mishap, as well as assuring me the missing 32GB memory card will be shipped. I was very impressed by their willingness to correct the situation, and feel much better about my purchase.","Counter({'soon': 1, 'able': 1, 'remove': 1, 'former': 1, 'negative': 1, 'review': 1, 'responded': 1, 'promptly': 1, 'apologized': 1, 'mishap': 1, 'well': 1, 'assuring': 1, 'missing': 1, 'memory': 1, 'card': 1, 'shipped': 1, 'impressed': 1, 'willingness': 1, 'correct': 1, 'situation': 1, 'feel': 1, 'much': 1, 'better': 1, 'purchase': 1})",0.25
5,27/8/2020,"This is probably one of the better values for the Switch out there, at least from what I've seen.  Haven't had any problems with it so far.  I haven't really taken it out of the dock yet (2020 is not the year for travel so I haven't really needed to), but it works great!","Counter({'really': 2, 'probably': 1, 'one': 1, 'better': 1, 'value': 1, 'switch': 1, 'least': 1, 'seen': 1, 'problem': 1, 'far': 1, 'taken': 1, 'dock': 1, 'yet': 1, 'year': 1, 'travel': 1, 'needed': 1, 'work': 1, 'great': 1})",0.283333333
1,27/8/2020,"We received this from New Generations today, and the Nintendo switch came with an outlet adapter that doesn't fit American adapters so we can't charge or use the Switch. VERY disappointing and worthless, so now we have to return and start the purchase process all over for our son who was so excited for this product.","Counter({'switch': 2, 'adapter': 2, 'received': 1, 'new': 1, 'generation': 1, 'today': 1, 'nintendo': 1, 'came': 1, 'outlet': 1, 'fit': 1, 'american': 1, 'ca': 1, 'charge': 1, 'use': 1, 'disappointing': 1, 'worthless': 1, 'return': 1, 'start': 1, 'purchase': 1, 'process': 1, 'son': 1, 'excited': 1, 'product': 1})",-0.111439394
5,28/8/2020,"Such a great investment for my kids, they loved it. It was easy to set up and was just as a Nintendo fan can expected!","Counter({'great': 1, 'investment': 1, 'kid': 1, 'loved': 1, 'easy': 1, 'set': 1, 'nintendo': 1, 'fan': 1, 'expected': 1})",0.361666667
5,28/8/2020,Waited a long time for this to come back in stock. Love that you can connect to the TV and its a handheld system. Thats why I didnt buy the Lite model.,"Counter({'waited': 1, 'long': 1, 'time': 1, 'come': 1, 'back': 1, 'stock': 1, 'love': 1, 'connect': 1, 'tv': 1, 'handheld': 1, 'system': 1, 'thats': 1, 'didnt': 1, 'buy': 1, 'lite': 1, 'model': 1})",0.15
5,28/8/2020,"It's a Nintendo console, the name is greatness in my gaming world. Setup was easy and converting to TV and handheld is simple.","Counter({'nintendo': 1, 'console': 1, 'name': 1, 'greatness': 1, 'gaming': 1, 'world': 1, 'setup': 1, 'easy': 1, 'converting': 1, 'tv': 1, 'handheld': 1, 'simple': 1})",0.216666667
5,29/8/2020,I bought this item a month ago and it’s amazing. The product and packaging was perfect. The cost of this switch I would agree was overpriced. However; I am fully satisfied.,"Counter({'bought': 1, 'item': 1, 'month': 1, 'ago': 1, 'amazing': 1, 'product': 1, 'packaging': 1, 'perfect': 1, 'cost': 1, 'switch': 1, 'would': 1, 'agree': 1, 'overpriced': 1, 'however': 1, 'fully': 1, 'satisfied': 1})",0.7
1,29/8/2020,The Nintendo stopped working 3 weeks after we got it. It will not charge at all. Not only did it stop working but it was nearly 500 dollars not worth it.,"Counter({'working': 2, 'nintendo': 1, 'stopped': 1, 'week': 1, 'got': 1, 'charge': 1, 'stop': 1, 'nearly': 1, 'dollar': 1, 'worth': 1})",-0.016666667
1,30/8/2020,"The switch is a great product of course. The item came quickly as well. However, the seller took a pending charge out of my account (which they stated they would), and then took the actual amount of the product out. It has been over a week, and my account is still being charged $810 for a $400 product. I am not a rich person, so this is a lot of money to me. I understand wanting to make sure the money is there before sending the item, but just drop the pending charge right away. This is a seller issue, and not my bank. It usually takes about 24 hours for a pending charge to drop from most places. BEWARE!!!! You will be charged double until they decide to drop the pending charge.","Counter({'pending': 4, 'charge': 4, 'product': 3, 'drop': 3, 'item': 2, 'seller': 2, 'took': 2, 'account': 2, 'charged': 2, 'money': 2, 'switch': 1, 'great': 1, 'course': 1, 'came': 1, 'quickly': 1, 'well': 1, 'however': 1, 'stated': 1, 'would': 1, 'actual': 1, 'amount': 1, 'week': 1, 'still': 1, 'rich': 1, 'person': 1, 'lot': 1, 'understand': 1, 'wanting': 1, 'make': 1, 'sure': 1, 'sending': 1, 'right': 1, 'away': 1, 'issue': 1, 'bank': 1, 'usually': 1, 'take': 1, 'hour': 1, 'place': 1, 'beware': 1, 'double': 1, 'decide': 1})",0.275727513
5,31/8/2020,"Works well so far. I didn't like that the shipping package listed what was inside. I was afraid my husband would see it and that it would ruin the surprise, as it was a birthday gift for him.","Counter({'would': 2, 'work': 1, 'well': 1, 'far': 1, 'like': 1, 'shipping': 1, 'package': 1, 'listed': 1, 'inside': 1, 'afraid': 1, 'husband': 1, 'see': 1, 'ruin': 1, 'surprise': 1, 'birthday': 1, 'gift': 1})",-0.25
5,31/8/2020,I love this! This little machine is what helped bring our family closer. My daughter can play games with her grandmother and aunts and uncles in other states even. We all get in on game play. During this pandemic this was the best purchase we made.,"Counter({'play': 2, 'game': 2, 'love': 1, 'little': 1, 'machine': 1, 'helped': 1, 'bring': 1, 'family': 1, 'closer': 1, 'daughter': 1, 'grandmother': 1, 'aunt': 1, 'uncle': 1, 'state': 1, 'even': 1, 'get': 1, 'pandemic': 1, 'best': 1, 'purchase': 1, 'made': 1})",0.1825
5,31/8/2020,"OK. I'm in the military and I'm stationed overseas in the middle east so I saw the estimated delivery time of around 30 days... OK cool I understand its a far place from the U.S.A. but BABYYYYYY 7 WHOLE LIVING DAYS, I had my switch in my hands charged and ready to play. Who shipped this? Jesus? Was it on the main line? Like 7 WHOLE EARTH ROTATING days! I cant even get a text back but they can ship and deliver in 7 WHOLE SWEET BABY JESUS DAYS!?!?! ...... Is this a setup? ... I. AM. CONFUSION.","Counter({'day': 4, 'whole': 3, 'jesus': 2, 'military': 1, 'stationed': 1, 'overseas': 1, 'middle': 1, 'east': 1, 'saw': 1, 'estimated': 1, 'delivery': 1, 'time': 1, 'around': 1, 'ok': 1, 'cool': 1, 'understand': 1, 'far': 1, 'place': 1, 'babyyyyyy': 1, 'living': 1, 'switch': 1, 'hand': 1, 'charged': 1, 'ready': 1, 'play': 1, 'shipped': 1, 'main': 1, 'line': 1, 'like': 1, 'earth': 1, 'rotating': 1, 'cant': 1, 'even': 1, 'get': 1, 'text': 1, 'back': 1, 'ship': 1, 'deliver': 1, 'sweet': 1, 'baby': 1, 'setup': 1, 'confusion': 1})",0.234635417
5,31/8/2020,We love it! Lots of fun. I prefer hooking it up to the TV because I like a bigger screen but its also great for long car rides. I recommend getting a glass screen protector for it.,"Counter({'screen': 2, 'love': 1, 'lot': 1, 'fun': 1, 'prefer': 1, 'hooking': 1, 'tv': 1, 'like': 1, 'bigger': 1, 'also': 1, 'great': 1, 'long': 1, 'car': 1, 'ride': 1, 'recommend': 1, 'getting': 1, 'glass': 1, 'protector': 1})",0.335
5,1/9/2020,This was a gift and she sends extremely happy with it.,"Counter({'gift': 1, 'sends': 1, 'extremely': 1, 'happy': 1})",0.8
4,1/9/2020,My 15 year son bought the Switch with his own money. A first!!! He loves it. He has spent hours on Animal Crossing.,"Counter({'year': 1, 'son': 1, 'bought': 1, 'switch': 1, 'money': 1, 'first': 1, 'love': 1, 'spent': 1, 'hour': 1, 'animal': 1, 'crossing': 1})",0.329427083
3,2/9/2020,"The consoles are great, however, the two I ordered didn’t come with the 32 GB memory card that is advertised that it comes with. You can get these same consoles at Walmart for almost $100 less too. Talk about a scam. Only reason I ordered here was to get the extra memory cards it said it came with but never got them. Save your money and go to Walmart.","Counter({'console': 2, 'ordered': 2, 'come': 2, 'memory': 2, 'card': 2, 'get': 2, 'walmart': 2, 'great': 1, 'however': 1, 'two': 1, 'gb': 1, 'advertised': 1, 'almost': 1, 'le': 1, 'talk': 1, 'scam': 1, 'reason': 1, 'extra': 1, 'said': 1, 'came': 1, 'never': 1, 'got': 1, 'save': 1, 'money': 1, 'go': 1})",0.126666667
5,2/9/2020,Everything was intact and this was the best price for the console! They are hard to find but they are definitely worth it to pass the time and play all of the nintendo exclusives,"Counter({'everything': 1, 'intact': 1, 'best': 1, 'price': 1, 'console': 1, 'hard': 1, 'find': 1, 'definitely': 1, 'worth': 1, 'pas': 1, 'time': 1, 'play': 1, 'nintendo': 1, 'exclusive': 1})",0.336111111
5,2/9/2020,"Love this system. Longer battery life than the original, super fun software library, and snazzy neon colors. So glad we got a second system--now I don't have to share with my husband.","Counter({'system': 2, 'love': 1, 'longer': 1, 'battery': 1, 'life': 1, 'original': 1, 'super': 1, 'fun': 1, 'software': 1, 'library': 1, 'snazzy': 1, 'neon': 1, 'color': 1, 'glad': 1, 'got': 1, 'second': 1, 'share': 1, 'husband': 1})",0.334722222
1,2/9/2020,I purchased this as a gift. Be careful of the 15 day return policy. I missed it by just a few days snd found myself needing to sell if on my own. I will definetly pay attdntiln to marketplace sellers in the future!,"Counter({'day': 2, 'purchased': 1, 'gift': 1, 'careful': 1, 'return': 1, 'policy': 1, 'missed': 1, 'snd': 1, 'found': 1, 'needing': 1, 'sell': 1, 'definetly': 1, 'pay': 1, 'attdntiln': 1, 'marketplace': 1, 'seller': 1, 'future': 1})",0.075
5,2/9/2020,"Just what I wanted for my granddaughter for Christmas, at exactly the price I was willing to pay. Thank you, Walmart for having it in stock. Another major retailer had it advertised at this price, but had none of them available the day the flyer came out. It was exactly as advertised, and was shipped/delivered super quickly (I had it 2 days after I ordered it). Thank you. Thank you. Thank you!","Counter({'thank': 4, 'exactly': 2, 'price': 2, 'advertised': 2, 'day': 2, 'wanted': 1, 'granddaughter': 1, 'christmas': 1, 'willing': 1, 'pay': 1, 'walmart': 1, 'stock': 1, 'another': 1, 'major': 1, 'retailer': 1, 'none': 1, 'available': 1, 'flyer': 1, 'came': 1, 'super': 1, 'quickly': 1, 'ordered': 1})",0.280357143
5,3/9/2020,"You'll need to buy a screen protector to be safe, but it isn't expensive. Loading takes some time with different games, updates, and downloads (depending on your internet connection), but I 100% love my switch.","Counter({'need': 1, 'buy': 1, 'screen': 1, 'protector': 1, 'safe': 1, 'expensive': 1, 'loading': 1, 'take': 1, 'time': 1, 'different': 1, 'game': 1, 'update': 1, 'downloads': 1, 'depending': 1, 'internet': 1, 'connection': 1, 'love': 1, 'switch': 1})",0.125
5,3/9/2020,My 4 year old Grandson loves it! He is way ahead of me. We play for hours. Some of the games allow for 4 players. Good family time.,"Counter({'year': 1, 'old': 1, 'grandson': 1, 'love': 1, 'way': 1, 'ahead': 1, 'play': 1, 'hour': 1, 'game': 1, 'allow': 1, 'player': 1, 'good': 1, 'family': 1, 'time': 1})",0.4125
5,3/9/2020,"The kids love this. They play the same games over and over, but they love the different options of joysticks. The ability to all play at the same time is also a super plus. It is a pretty cool concept to be able to use a handheld and switch to a console while also being able to play with other players. The downside is that you have to buy multiple consoles if you want each kid to be able to play on their own. I was told that the ""Lite"" version can't be connected like the console can, so the cheaper option isn't necessarily better. I have played it and I also like the Switch, mostly because they have Zelda.","Counter({'play': 4, 'also': 3, 'able': 3, 'console': 3, 'kid': 2, 'love': 2, 'option': 2, 'switch': 2, 'like': 2, 'game': 1, 'different': 1, 'joystick': 1, 'ability': 1, 'time': 1, 'super': 1, 'plus': 1, 'pretty': 1, 'cool': 1, 'concept': 1, 'use': 1, 'handheld': 1, 'player': 1, 'downside': 1, 'buy': 1, 'multiple': 1, 'want': 1, 'told': 1, 'lite': 1, 'version': 1, 'ca': 1, 'connected': 1, 'cheaper': 1, 'necessarily': 1, 'better': 1, 'played': 1, 'mostly': 1, 'zelda': 1})",0.306770833
5,3/9/2020,"This a great system, the graphics looks great and the set up was really easy. Nintendo has made many 'must play' games from well known franchises like Mario Brothers, and Legend of Zelda. There is also amazing RPG games, small independent games, horror, you name it. I played the original Nintendo when I was a little kid in the early 80s and it's been a great ride! Highly recommend!","Counter({'great': 3, 'game': 3, 'nintendo': 2, 'system': 1, 'graphic': 1, 'look': 1, 'set': 1, 'really': 1, 'easy': 1, 'made': 1, 'many': 1, 'play': 1, 'well': 1, 'known': 1, 'franchise': 1, 'like': 1, 'mario': 1, 'brother': 1, 'legend': 1, 'zelda': 1, 'also': 1, 'amazing': 1, 'rpg': 1, 'small': 1, 'independent': 1, 'horror': 1, 'name': 1, 'played': 1, 'original': 1, 'little': 1, 'kid': 1, 'early': 1, 'ride': 1, 'highly': 1, 'recommend': 1})",0.364236111
1,3/9/2020,"I WAS going to buy one but the price is way to over priced. This is not even Nintendo selling these, a vendor is buy them all up and re-selling them at a horribly high cost. You would be wasting your money buying this even if Is money that you are getting from unemployment /stimulus Check. Please do better and look else where it’s not worth it","Counter({'buy': 2, 'even': 2, 'money': 2, 'going': 1, 'one': 1, 'price': 1, 'way': 1, 'priced': 1, 'nintendo': 1, 'selling': 1, 'vendor': 1, 'horribly': 1, 'high': 1, 'cost': 1, 'would': 1, 'wasting': 1, 'buying': 1, 'getting': 1, 'unemployment': 1, 'check': 1, 'please': 1, 'better': 1, 'look': 1, 'else': 1, 'worth': 1})",0.17
2,3/9/2020,I don't think people should have to pay more than retail for a product. Unless you are desperate to play a game on this system I would suggest patience and wait till they are back in a regular amount of stock. Of course I am not here to judge people who want to spend that kind of money I just personally don't think it is worth and going by the comments some of you seem to regret it. Nintendo just announced next year there will be an updated Switch which to me makes it even less worthwhile.,"Counter({'think': 2, 'people': 2, 'pay': 1, 'retail': 1, 'product': 1, 'unless': 1, 'desperate': 1, 'play': 1, 'game': 1, 'system': 1, 'would': 1, 'suggest': 1, 'patience': 1, 'wait': 1, 'till': 1, 'back': 1, 'regular': 1, 'amount': 1, 'stock': 1, 'course': 1, 'judge': 1, 'want': 1, 'spend': 1, 'kind': 1, 'money': 1, 'personally': 1, 'worth': 1, 'going': 1, 'comment': 1, 'seem': 1, 'regret': 1, 'nintendo': 1, 'announced': 1, 'next': 1, 'year': 1, 'updated': 1, 'switch': 1, 'make': 1, 'even': 1, 'le': 1, 'worthwhile': 1})",0.066666667
1,3/9/2020,It's overpriced and a waste of money. DO NOT BUY WAIT TILL NEXT YEAR!,"Counter({'overpriced': 1, 'waste': 1, 'money': 1, 'buy': 1, 'wait': 1, 'till': 1, 'next': 1, 'year': 1})",-0.1
5,4/9/2020,"Kids have loved this and it's kept my wife and I from going completely crazy during this lockdown,  the 3 of them even have learned to share equally","Counter({'kid': 1, 'loved': 1, 'kept': 1, 'wife': 1, 'going': 1, 'completely': 1, 'crazy': 1, 'lockdown': 1, 'even': 1, 'learned': 1, 'share': 1, 'equally': 1})",0.033333333
