"rating","date","content","title","variant","images","verified","author","product","url"
"5.0","15-Dec-2019","My son asked for only this for Xmas. He is going to be so excited that he will have it. Even in the color he wanted.","Awesome","Color: Turquoise Style: Lite Console","","Verified Purchase","Stacie","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","02-May-2020","Amazing product, fast protective delivery recommended to purchase this switch as well as buy from this distributor","Very happy","Color: Gray Style: Lite Console","","Verified Purchase","Jorden Hudson","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"4.0","22-Dec-2019","It’s a good product but sadly the battery is not wat I expected. I know it depends on the game much of the time but for a console that is supposed to be portable the battery is not quite there yet. I love the color and how light it is I really missed having a Nintendo console","Great product but the battery","Color: Turquoise Style: Lite Console","","Verified Purchase","Bruno C","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","01-Nov-2019","Nice","Nice","Color: Turquoise Style: Lite Console","","Verified Purchase","Cherrynes Bilgera","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","17-Apr-2020","My granddaughter loves this, I have the console at home but love the portability of this.","Perfect","Color: Yellow Style: Lite Console","","Verified Purchase","Gato","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","07-Oct-2019","I like it’s Nintendo switch lite gray is a good switch 😊👍🏽","Great video game 🎮","Color: Gray Style: Lite Console","","Verified Purchase","Charles Antuna","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","10-Feb-2020","We slid our game unit into the case to have that extra protection that we all need when kids are playing handheld games and so far it is durable, looks good and fits very well.","Fit very well and looks good","Color: Yellow Style: Lite Console","","Verified Purchase","David","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm52?ie=UTF8&pageNumber=52&reviewerType=all_reviews
"
"5.0","09-Oct-2019","good","j","Color: Yellow Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","19-Sep-2020","Love the color ..... delivered as expected and operates as expected. Will recommend to purchase from this person to anyone.","Love the color","Color: Yellow Style: Lite Console","","Verified Purchase","Millie","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"3.0","09-May-2020","Giving 3 stars only cause the box was severely damaged. So far no issues with the console itself","Damaged box","Color: Coral Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/71WCdb5K0mL._SY88.jpg","Verified Purchase","Alyssa T","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","23-Sep-2019","Wife loves it","Great","Color: Yellow Style: Lite Console","","Verified Purchase","SoldierOfChr1st","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","22-Jul-2020","All around great!! I found one the day before at a Walmart, but with all the add ons the price was fairly close. So no complaints! Thank you, husband bought it for me as a birthday present. One day late, but well worth it!","Awesome","Color: Gray Style: Lite Console","","Verified Purchase","Leesa","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","20-May-2020","We already have a regular switch and now my daughter loves being able to trade Pokémon with me and her siblings.","It’s Nintendo","Color: Coral Style: Lite Console","","Verified Purchase","Mr. King","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","21-Apr-2020","Overpriced, but Nintendo Switches are very hard to find these days and they go for a lot more in other places. Delivered in just a few days. Can't complain.","Fast Shipping","Color: Turquoise Style: Lite Console","","Verified Purchase","Ty","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","24-Apr-2020","Fast shipping( pre-Covid )and good product. My Son loves super smash Bros on it.","Great Gizmo","Color: Yellow Style: Lite Console","","Verified Purchase","Gabriel Carter","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","26-May-2020","Brand new. Great stuff.","Worked great","Color: Turquoise Style: Lite Console","","Verified Purchase","amiranda37","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","30-May-2020","I loved it! Came in good condition and did a good job shipping. But I would like to inform all of the parents considering to buy this for more than 1 kid. I don’t suggest it. Why I think it’s harder to share and you can’t play multiplayer. The only reason I got it is because I don’t share with much people. If you are considering getting one I suggest just get one for each kid.","Loved it! but if you have kids would recommend the original one","Color: Gray Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/61s3dn90k9L._SY88.jpg","Verified Purchase","fernanda","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
"
"5.0","13-Feb-2020","Gift for Christmas for teen and he hasn’t put it down! Great for an only child that doesn’t want to play online. Like the modern day Gameboy","Great system, loveee the yellow!","Color: Yellow Style: Lite Console","","Verified Purchase","Krissy G","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"2.0","01-Sep-2020","My daughter bought this and less than a week later the charger quit working.","Bummed","Color: Gray Style: Lite Console","","Verified Purchase","ygoodhue","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","25-Dec-2019","Gift for my 8-year old. She loved it 100%. Set-up is super easy. Arrived on time. Looks exactly as in the image. Wish it would bring a case for the price.","Awesome!!!","Color: Turquoise Style: Lite Console","","Verified Purchase","Michelle Cruz","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"4.0","14-Jun-2020","My son really likes this game.  But the left Joycon seems to have a problem after 5 months.","Arrived on time!","Color: Turquoise Style: Lite Console","","Verified Purchase","CBJ","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"1.0","29-Mar-2020","Bought it for my grandson for Christmas. System is inoperable as of today, 3/30/2020.","Save your money.","Color: Gray Style: Lite Console","","Verified Purchase","Roxie007","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"1.0","07-Jul-2020","Received my switch in a box like new, but it had a game already inserted. I was supposed to receive a new console, but The switch console i got is broken and wont read any games and all I did was set it up out of the box.","Will never order again","Color: Gray Style: Lite Console","","Verified Purchase","Cheyenne May","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","11-Nov-2020","Arrived safe and sound :) super cute- I find the life to be wayyyyy more ergonomic than the original switch! Hours and hours of fun :)","🎮 Loveeee","Color: Turquoise Style: Lite Console","","Verified Purchase","Mrs.Mcconnell","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","30-Sep-2020","I love using it so far for Animal Crossing New Horizons, but I hope to find more games to play on it.","Great I bought one.","Color: Yellow Style: Lite Console","","Verified Purchase","Andrea Aviles","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","23-Dec-2019","Good product","Quality","Color: Gray Style: Lite Console","","Verified Purchase","Davix","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","14-May-2020","With him being home the whole day, this really keeps him entertained. Color is a bonus.","My child loves it","Color: Coral Style: Lite Console","","Verified Purchase","Chaim Pinchus","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
"
"5.0","03-Jan-2020","OMG what can I say my grandaught loves this.  I bought this for her for xmas.  She then spent some of her xmas money to buy a case for the item amd for games.  The games are small and can easily get lost.  If you get one invest in the carrying case it's worth the minimal cost.","Granddaughter loves it","Color: Turquoise Style: Lite Console","","Verified Purchase","Susan M. Caruso","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","16-Oct-2019","It’s a Nintendo switch lite plays games and my son is happy.  Not sure what else to say?","Can’t get my son off this thing!","Color: Gray Style: Lite Console","","Verified Purchase","Ben B","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","04-Mar-2020","Worked great so far.  Only draw back is that it can't dock but that's why it's the lite version.","Lite as advertised","Color: Turquoise Style: Lite Console","","Verified Purchase","Only Three Cents","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","03-Jan-2020","I absolutely love it. If you like the switch but don’t want to deal with all the removable controllers and stuff this is the one for you!!","I absolutely love it!!!","Color: Turquoise Style: Lite Console","","Verified Purchase","Kfin","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","04-Jan-2020","The Switch Lite is perfect for anyone who plays on the go.  The battery life is better than the standard Switch, and the old school D pad is so much better than the buttons.  This system is great, and I absolutely love the turquoise color.","Awesome","Color: Turquoise Style: Lite Console","","Verified Purchase","DJS","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"4.0","21-Feb-2020","It’s an awesome little machine and would recommend to others to purchase. Likes: Lighter than the original No Dock Less pieces to lose Dislikes: They could have changed where the charge port is located. They could have kept HDMI out functionality The mat finish on the device makes it feel a bit course","Great but...","Color: Yellow Style: Lite Console","","Verified Purchase","Oscar Alaniz","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","04-Nov-2020","It's perfect!  I've had it for a month now and it's absolutely amazing!","LOVE IT!!!","Color: Coral Style: Lite Console","","Verified Purchase","Natalie","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","28-Nov-2019","Had a regular switch before this never hooked it up to a tv so this is perfect. I like my switch as a handheld","Awesome","Color: Yellow Style: Lite Console","","Verified Purchase","Retro gamer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"5.0","07-Jan-2020","Bought as a last minute gift for my straight A student son. He love it and now he never calls...lol","Game on","Color: Yellow Style: Lite Console","","Verified Purchase","ray","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"1.0","23-Apr-2020","Product worked few months & quit working right at the so called warranty date. I've been having bad luck with items from Amazon lately. Got to store & buy.","Stay away From","Color: Yellow Style: Lite Console","","Verified Purchase","Chris","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
"
"1.0","02-Jul-2020","Your browser does not support HTML5 video. They are selling broken Nintendo switch lites I received mine appeared to be new but I put my Sd card in and I’m getting ready I turn it on and after the Nintendo logo comes on the screen turns black and stays black and then amazon goes contact Nintendo wow but who I bought it from","New my asss newly BROKEN","Color: Yellow Style: Lite Console","","Verified Purchase","avery parris","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"1.0","24-Apr-2020","drifting caused it to be unusable less than 5 months later after infrequent use.","DRIFT NOT FIXED","Color: Yellow Style: Lite Console","","Verified Purchase","Midori","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","21-Apr-2020","Love my lite play it more then the OG switch love he portable and slim build","Love it","Color: Yellow Style: Lite Console","","Verified Purchase","Guju","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","06-Aug-2020","Great system, all my Switch games play fine. Better than the yellow version","Great system","Color: Turquoise Style: Lite Console","","Verified Purchase","JWID","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","29-Jun-2020","My teenage daughter loves this switch. Has a longer battery life and easier to travel with.","Perfect for all ages and gaming styles.","Color: Turquoise Style: Lite Console","","Verified Purchase","Rebecca E.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","07-Apr-2020","I got the Coral switch lite. So far everything works and I don't have any problems. Many people ask if it's truly pink I would say it's definitely pink but just a warmer toned pink.","Pink/Coral Switch","Color: Coral Style: Lite Console","","Verified Purchase","Pearl Moonga","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","02-Dec-2019","Love the size, the price, mobility. If i were to make anything better it would be the battery life but this still gets 5 stars","Great buy","Color: Gray Style: Lite Console","","Verified Purchase","RingoIN","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","07-Oct-2020","Son loves the smaller version, he never played it on the tv anyway.","Love it","Color: Gray Style: Lite Console","","Verified Purchase","Justin","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","24-Jun-2020","My daughter loves her switch.  Easy use, large screen, playing against friends, great games.  Games are expensive- only thing that slows down the fun.","Great device","Color: Turquoise Style: Lite Console","","Verified Purchase","Lisa","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","10-Nov-2020","Besides the constant threat of my joycon drifting it is fantastic.","Joycon issue","Color: Gray Style: Lite Console","","Verified Purchase","Spoco","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
"
"5.0","01-May-2020","I got my Nintendo, I love the color!!! I brought this for myself..","That color is fire!!!","Color: Turquoise Style: Lite Console","","Verified Purchase","Vhe","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","19-Oct-2019","Present","Present","Color: Turquoise Style: Lite Console","","Verified Purchase","Kindle Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","27-Dec-2019","The kids love the size and the look. It keeps them entertaining for hours. It's also a great price.","Entertaining","Color: Yellow Style: Lite Console","","Verified Purchase","Tracy gaines","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","02-Dec-2019","it is a recent edition of Nintendo and it is marvelous. the Kid likes it very much and the color is very attractive.","Wonderful Nintendo edition","Color: Yellow Style: Lite Console","","Verified Purchase","Bassem Morcos","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","04-Apr-2020","My Nintendo switch Lite came so fast and runs perfectly. I was hesitant to buy from 3rd party but I’m glad I did.","Nintendo switch lite","Color: Turquoise Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","21-Jan-2020","No complaints!  Great gaming device--glad to find something less costly than the Switch proper.","Excellent product, arrived on time.","Color: Yellow Style: Lite Console","","Verified Purchase","Joel Potter","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"2.0","02-Aug-2020","We received a European model of the switch. The power cord did not have the correct plug. An adapter was sent with the switch so I could plug it into the wall. However this is not what we ordered especially coming from a place in Florida and not even shipping from Europe.","Euro model","Color: Gray Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","30-Apr-2020","I have been looking all over for a switch lite for my 7 year old son. I purchased a turquoise one for myself awhile ago and he was so jealous. I wanted to surprise him for graduating 1st grade but with this pandemic happening I was SO happy to find this and scoop it for us to play games together!! #TeamNintendo","Great handheld","Color: Yellow Style: Lite Console","","Verified Purchase","Carly Bratton","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"4.0","12-Mar-2020","The battery life is pretty bad.  Aside from that I love it.  Also no Bluetooth.....  Really Nintendo?!?!","Awesome, but......","Color: Yellow Style: Lite Console","","Verified Purchase","E. Acevedo","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","31-Oct-2019","God this for my son and he absolutely loves it.","Switch lite is a great handheld game system option","Color: Gray Style: Lite Console","","Verified Purchase","Tara N.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
"
"5.0","10-May-2020","ABSOLUTELY LOVE. I was nervous to purchase at first but honestly? It was 100% worth it. It’s a cute compact system that you can take everywhere. Only complaint is that it dies fast (3-4 hours) Nothing that a portable charger can’t fix (makes it up to 6-8hrs depending on which one u buy). Other than that, it’s great! great buy for kids- yeah. but i’m 20 and not a kid. and i love it! amazing buy for adults too!","BUY! BUY! BUY!","Color: Turquoise Style: Lite Console","","Verified Purchase","I want to lick Jeff Bezo’s big bald head","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"5.0","23-Dec-2019","Grandson loves it","Grandson","Color: Yellow Style: Lite Console","","Verified Purchase","Ken Holt","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"5.0","19-Apr-2020","Adorable and incredible graphics.  My daughter love, love, loves it!!!","Perfect","Color: Coral Style: Lite Console","","Verified Purchase","smileyface_girl","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"5.0","15-Oct-2020","My twenty year old daughter is happy.  That’s all that matters.","Nice gift.","Color: Coral Style: Lite Console","","Verified Purchase","Margaret F. Henry","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"5.0","20-Apr-2020","Love it! It looks great in the black grips silicon case i got for it!","Love It!","Color: Yellow Style: Lite Console","","Verified Purchase","Gryffindor1971","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"4.0","27-Oct-2020","Nice for traveling , doesn't connect to TV. Smaller than an original switch, but its nice love the color.","Nice color and size","Color: Coral Style: Lite Console","","Verified Purchase","GutZ","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"5.0","01-Jun-2020","I was hesitant on buying one but I bought TWO! Bought one for myself then bought one for my sister and she LOVED IT! Definitley recommend for anyone trying to pass time. Also the package go here pretty fast!","In Love!","Color: Yellow Style: Lite Console","","Verified Purchase","Dezmone Hooks","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
"4.0","30-May-2020","Product was nice and as promised but there was some price gouging going on which is very disappointing but I wanted to buy the product","As promised but feel price gouging was in play","Color: Gray Style: Lite Console","","Verified Purchase","Elisabeth Snow","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
"
