"rating","date","content","title","variant","images","verified","author","product","url"
"1.0","19-Jul-2020","It was used even though it said it was new and it’s model number was removed.","Used","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Aiden Wright","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
"
"5.0","25-Jul-2020","Great service. I couldn’t find the Nintendo switch anywhere for weeks. Decided to pay a little more and ordered it. The switch came 10 days sooner than the soonest promised date. It came new as promised and my daughter is loving it. Great seller.","Came earlier than promised","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","TRACIE GILLETTE","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
"
"1.0","05-Jan-2020","I bought a ""like new"" Switch from Amazon Warehouse that was missing parts and the console itself did not work. Immediately returned.","Did not work","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","R. Coop","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
"
"5.0","21-Oct-2020","Best investment I had in a long time. I have always been a Nintendo fan and bought this because of Mario Kart and Animal Crossing. It has the best of both worlds of handheld and a regular console.","Best Conceal since Gamecube","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Sam N.","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
"
"4.0","19-Nov-2020","Because of the pandemic, the switch became so popular and so hard to buy. I waited for a long time to get one finally. It's a portable game player I would say but I cannot give it five star simply because I cannot play high end quality games like what I can play on Xbox and PS.","So hard to buy...","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","PUBG","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews
"
"4.0","13-Aug-2020","We love the system. Couldn’t find a switch  because apparently with everyone staying home because of Covid-19 they were sold out everywhere. We were happy to finally find this but disappointed that we had to pay $450 when the MSRP is $299.  Regardless, our family has had a lot of fun with this.","Fun game system but disappointed at price gouging","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Lbo","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","22-Dec-2019","This is part of a Christmas gift,, but I couldn't find a better deal if I had gone out looking for one on my own,,, thank you","Best deal","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","shootsa44","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","01-Jun-2020","This is a second switch for my house, we considered a Lite and debated for over a year. The system is just super wonderful and I just cannot say enough about how much we have appreciated having it these days.","Key to a happy quarantine.","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Burlemom","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","20-Apr-2020","really sweet little console. Arrived on time in pristine condition. The console is easy to set up and looks great both big and little screen. Controls take a bit to get used to especially if your used to PS or XBX.","Nintendo switch is a fun way to game","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Jarrod Cartwright","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"2.0","16-Mar-2020","Switch works great but charging station lasted a day. It will not charge the switch. I followed seversl suggested directions asked family to assist as well. Nothing works. I am pissed.","Charging station won't work no matter what","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","tiffany willow","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","29-Mar-2020","Great product!  Our son loves it for traveling","Great product","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Summers","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","27-Oct-2020","Works perfect and no price gouging!! Thank you","Great","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Trish","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","12-Oct-2019","My Screen Color is ever so slightly 'warm' Excellent battery life, had it on downloading games, and playing for about 6 hours total before it got to 10% (Half brightness or less)","$299 + free $25 gift card!!","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Zachary","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","19-Aug-2020","I was lucky enough to get this at normal price and it’s worth every penny! It makes family game night so much more enjoyable for myself, my significant other, and our six year old. The console was new and as described.","Exactly as described!!!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Lexi G","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","24-Apr-2020","Love that we can play it on the big screen amd then take it on the go. The game options are great for all levels of gaming especially for me as a mother who doesn't care for many games. Love that it is multiplayer. Only complaint is the joy stickes eventually wear out and need to replace the controller. Other then that its recommended to all.","Fun for all even those that say they don't like games","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Cassandra Olea","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
"
"5.0","02-Oct-2020","It was a great buy! I got the exactly what it shows, I was so happy to know it came with all the add one for the controllers! I have used it to play Mario kart and Skyrim, it runs great when docked and multiplayer! It turned on right away. Touch screen, joy cons, sound, vibration, and everything is working perfectly! Definitely happy with this buy!","Right Out of the Box","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/71FffjMVB7L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71I3stIp+BL._SY88.jpg","Verified Purchase","Jasian","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","03-Sep-2020","It was getting boring around the house lately so I wanted to get a new console to play. I didn’t want to buy aftermarket prices so I managed to get one on here after waiting some time. The console is amazingly light and designed very well. The gf and I were up all night playing smash bro’s and loved the convenience that the console comes with two controllers so we did not have to buy another one. Looking forward to trying out the other games on the switch!","Good way to spend quality time with friends and family","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","D.L","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","06-Dec-2019","Super fun as all Nintendo consoles/games","Fun! Plain fun!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Rafael C","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"3.0","11-Jan-2020","My grandson loves the game but one of the buttons on the joystick fell off after 3 weeks... I am sending it back and they are sending a new one,  so hopefully the new one will be good... concerned about the quality... it was $300, I certainly hope the replacement will be good!","For $300 dollars, I would expect better quality...","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"1.0","19-Apr-2020","Period.","Stop price gouging.","Style: Console Color: Gray HAC-001(-01)","","","Randy Sisengchanh","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","29-May-2020","Anyone who owns one of these has some of the fastest hands in this world","It's a miracle that this thing came back in stock perfectly on the day I decided to get one of these","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Marcus","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"2.0","21-Aug-2020","It was great as a system. But I got the older version and it was still way to pricey. But I guess I get what I deserve for taking a gamble at these scams.","It’s a Gamble","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Braiden","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","30-Jun-2020","Great Seller!!! Received product well in advance of delivery date which was a nice surprise. All contents accounted for and was easy to hook up and get started. I understand the price inflation due to it being such a hot item. Thank you!!","Great Seller!!!! Way early arrival!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","22-May-2020","Love that it is the newest software version. The local stores had Nintendo Switches at a cheaper price or bundled but they were all the older software version. So glad I bought it throigh Amazon and have the most current product as many store associates were not knowledgeable. Highly recommend as autistic son loves it.","Most current product","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"5.0","14-Apr-2020","I'm glad I bought this before the whole pandemic. As for my thoughts on this device, I'm a casual gamer and this suits me perfectly. Great to carry around with you during travels of any sort.","Satisfied","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Jonathan","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews
"
"1.0","28-May-2020","Awful controllers for an awful system. I bought 4 controllers and none work correctly. Nintendo should be ashamed by this entire product line. Check online controller problems that Nintendo can't fix.","Garbage","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Naz","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","29-Sep-2019","Gift for my daughter! She absolutely loved it!","Everyone loves Nintendo!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Online shopping","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"1.0","05-Jul-2020","Stupid af never pay mark up for a used switch","Stupid seller","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Michael","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","07-Jan-2020","Over the holidays had adults, teenagers, and kids all playing at the same time. What a great experience for all involved! 2 games are absolute musts: Mario Kart & Smash Bros","Fun for the whole family!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Master Blaster 727","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","25-Feb-2020","Got it on time to save the day.  GameStop had dropped the ball in shipping and could not find my order after weeks.  Amazon was a tad higher price but made the child very happy.","Got the job done","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Ryan Hunt","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","16-Feb-2020","We've had the Nintendo switch for a couple of months and it's been well worth the money.  It's portable and can be used as a console at the TV.  For me, this was a great 2 in 1 deal.  It's pricey, but worth it.","Happy Kid","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","R","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","23-Jun-2020","Was very lucky to get this at the MSRP through pre-order.  Actually arrived more than a month earlier than shipping date at time of purchase.  My first switch and very easy to set up and begin using.  Mainly got it to play ACNH and I am having a great time on my island.  ;-)  Looking forward to getting some accessories to enhance my experience with this device.  As you can see in the pic, I have it guarded by the Winchesters and a rogue angel.  LOL","No more shelter in place boredom!","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/51bq7Bh0gHL._SY88.jpg","Verified Purchase","Linda Parris","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","31-Dec-2019","My 10 year old son LOVES this gamer! He also really loves that he can still play with his friends on Fortnite no matter what system they are playing from. Great little system.","Great gaming system with awesome graphics","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Ashley n. Hay","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","27-May-2020","Thankful to be able to snag one so we can stop arguing about who gets a turn playing it next in the house. When you have 4 people who all want to play and are all stuck at home...it's a nightmare.","super quick","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Daisy Marie","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","27-Jan-2020","The Switch shipped quickly and came with everything is should have. We have really enjoyed it and had no problems at all (and it's had a lot of use in the last 2 months). Works great!","Everything works like it should","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
"
"5.0","27-May-2020","Awesome console for the whole family to enjoy! A ton of great games to choose from, and I find myself conflicted at times because I want to play all of them at once! I love how it can be played anywhere on the go as a handheld, then easily be transferred to TV gameplay. I strongly recommend buying this console, you won't regret it!","Very versatile","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","RJ","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","11-Feb-2020","Omg yea so much regret.... of not buying it earlier!!!! This console is so fun I am always playing Zelda on the go, at home or playing ring fit adventure. I can’t imagine without it in my life now. If you’re on the fence about getting a switch because you have other consoles and a gaming pc like me, just me you need this in your life","So much regret...","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Sophie","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","09-Oct-2020","I got this Nintendo switch with the intent to just play smash bros but I decided to try out some other games and let me say it is absolutely amazing! The one downfall of the switch is that the box was extremely damaged but other than that it was an amazing purchase!","Absolutely amazing gaming console!","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Caleb Heisinger","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","14-Sep-2019","The new processor with it's better battery life and cooler running is very nice.","Better than the original","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Jason","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","16-Oct-2020","Playing my switch everyday is so fun! I am big into Mario so getting a switch and able to play it whenever and wherever gives me that satisfaction in life! I hook it up to my TV and play Mario party with my family every day, love the switch and everything it offers.","Gaming","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Nala","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","25-Jan-2020","I've owned the original switch and the updated one. As someone who does a lot of traveling the improved battery life is definitely noticeable in this updated version. I haven't had to pull out my battery pack on a flight. This upgraded version has an improved CPU and memory for the same price as the original switch.","Major improvement to the battery life","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Sarah V","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","09-Dec-2019","I went from a PC only streamer to mostly Switch due to having so much fun with it! There’s so many games that have co-op so my community loves to join in! It’s made me a better streamer and it’s made my love for gaming come back even more! A guaranteed must for anyone of any age.","It changed my stream completely!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Jimi","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","20-Dec-2019","Arrived almost immediately...haven't tried it as it's a Christmas gift, but KNOW (because it's from Prime!) it will make our son/wife EXTREMELY HAPPY CAMPERS!  Thank you!","A Christmas gift that I KNOW our son/da in law will love!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Elizabeth L","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","26-Sep-2020","We’ve had the whole line of Nintendo consoles, and have been very happy with the switch. We love the huge variety of games and the ease of use. Would definitely recommend","A fun family game console","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Nick Parlin","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"1.0","16-Nov-2020","came damaged out of the box","was not new","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","G. Zhao","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
"
"5.0","30-Nov-2019","This is a gift so I don't know much about the item itself but I got it at a great price. I'm sure they will be happy when they get it for Christmas. Very quick shipping.","Great price for a hot item.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Jan Mayszak","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews
"
"5.0","31-Dec-2019","I bought this as a gift for the gamer in the family.  He is very happy with the Nintendo Switch and the game I bought separately.  It was delivered earlier than expected.","Great gift","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Avid reader","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews
"
"5.0","13-Oct-2019","Not easy to find instructions, if you are new to a switch. YouTube is the best resource, since navigating Nintendo‘a website isn’t easy or straightforward either. It is, however a good product.","Good product, Nintendo needs to work on their website...","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Bear_Feet_2","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews
"
"2.0","20-Feb-2020","This is very disappointing.  I live in the caribbean and I just got my switch and with all the excitement in the world I tried to access the eshop. Turns out it is not available in my country.  I'm not able to download any games at all.  Now I'm thinking of selling it to buy a PlayStation vita instead. At least I know I can get downloads for sure.  I'm so disappointed in Nintendo.","I'm not able to access eshop because of my region","Style: Console Color: Neon Blue and Red HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/61Ns-dG+xhL._SY88.jpg","Verified Purchase","krishna renee","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews
"
