"title","content","date","variant","images","verified","author","rating","product","url"
"I disliked buying this product from seller because it was double the price!","The product seems fine, it went to a group home for Autistic Young Adults to try to keep them busy during Covid-19. It has helped my son at his group home, I just dislike that someone would double the price on anything online during this time. The sellers right to do it, it was good to know it helped them, just didn’t like having to support someone that does that.","20 May 2020","","","Verified Purchase","Ford","2.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Price Gouging","The switch is normally $299","02 May 2020","","","","Anthony Jacob","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Do not buy!!!","Stopped working the second day I bought it don’t buy!!!","06 Jun 2020","","","Verified Purchase","Helen","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Price is top high","This product is way too expensive and shouldn't have the price raised 200 dollars because everyone wants it.","03 May 2020","","","","Amazon Customer","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Hated to support the seller. Platforms need to put a stop to this practice.","Came as advertised though I suspect it is very overpriced. I have heard there are major issues with these consoles being hoarded and resold this way. Shame.","01 Jun 2020","","","Verified Purchase","LRB","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Overpriced, a game should have been in included for the price.","Came a little late. But it looks good. Haven’t turned it on yet. Came with 2 SD cards and a regular one and micro one for 32 g.  I believe that’s what your paying $178 extra for. Which is ridiculous, but it’s here. Will be a bday present for my son. They should of included a game for that price.","13 Jun 2020","","https://images-na.ssl-images-amazon.com/images/I/713bNLsXQcL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/713t2Zz3nYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/7147N8-pwDL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/719K1WJAi9L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71PZXi1k+jL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71j6Z-EEANL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71p9v-sxGOL._SY88.jpg","Verified Purchase","Celi","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Scam of the year","My wife got me this for father's day. The system is cool and runs well but $500 is crazy yall out here scamming people big time.","16 Jun 2020","","","Verified Purchase","Justin Crews","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Product as described","Price is higher than retail, agreed, if you want it now, great seller at a price point for today’s environment. Hated to spend the addition $$, however, they have the product and it was delivered as advertised. Thought about going with the light which Best Buy may have had  delivered on June first. Not a good choice for us.","07 May 2020","","","Verified Purchase","Dawn Abbott","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"False advertising","first off this was price gouged which is kinda understandable since Switches are in low supply right now but it was advertised as coming with an sd card and uh, mine didn’t come with an sd card. Also the box was pretty beat up and looked like it had been opened...","02 Jul 2020","","","Verified Purchase","Nick","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Overpriced resellers","Overpriced and looks like fake reviews on May1st","03 May 2020","","","","Armando","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"screen was cracked","screen was cracked","06 Jun 2020","","","Verified Purchase","Jaden Stevens","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"Un producto caro y engañoso","This switch oldest versión (2017) please buy the 2019 versión is better","03 Jun 2020","","","Verified Purchase","Ramón r.","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"Poor Quality Product and Untrustworthy.","Poor Quality Product and untrustworthy. I received a faulty item, tried to resolve problem with patients and left out to dry. With a very high price to start with on product , I ended up with less than in the end. Buyer beware!","14 Jul 2020","","","Verified Purchase","Kevin","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"Not exactly as advertised- Memory card not included","I know this is overpriced.  I was OK with paying it.  Here is my only complaint, it did not come with the memory card.  So, it is not as described.  I could have purchased this lesser edition for $417.00.  However, I wanted the 32 GB video game with memory card, so I paid extra.  This is the first time ever I did not get what I paid for on Amazon. I did my homework.  I read the reviews.  I did see that one other person did not get the memory card.  So I guess I am not the only one who was taken advantage of.","14 Jul 2020","","https://images-na.ssl-images-amazon.com/images/I/513Zsyky6-L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/51ECAek7C5L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/51Ucll9yWPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61egy+Iut7L._SY88.jpg","Verified Purchase","Nannie of six","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"WOULD NOT RECOMMEND","False advertisement, was suppose to come with a 32GB MicroSD card. But nowhere to be found, very disappointed... would not recommend","09 Jul 2020","","","Verified Purchase","Amazon Customer","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"Did not come with memory card","Did not come with memory card.","15 Jul 2020","","","Verified Purchase","Jackie Gaston","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"Quick and easy","It arrived way before the date. My children haven’t put it down since we got it!","25 Apr 2020","","","Verified Purchase","Mnewsome","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"It a good experience with Vendor.","Device arrived with a malfunction. VDI external port did not work. Return the device and was given less than $200 for what I paid for. No explanation as to why the reduction. First time I have run into this situation. I do not recommend purchasing from this vendor.","25 Jul 2020","","","Verified Purchase","CM","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"😷 Corona Lockdown Gear ⚙","Bought this during lockdown fornthe Corona Virus. Overall it's worth every penny. The 32gb is great since I bought a lot of games for it and the screen protector was a nice bonus. Best way to kill all the down time.","26 May 2020","","","Verified Purchase","ChristinaF","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"EXPENSIVE BUT WORTH IT💣💥🤙🏾","$527.68 and yes in normal circumstances this switch would cost around $309 but evidently these are not normal circumstances. I see alot if people complaining about the price, but this is basic business practices 101, my mom is making mask and she had to raise the price because to many people were asking her to make them a custom mask lol, so either pay if you really want the product or don't. I was a little pissed but seeing my son's face when it was delivered made it all worth it😊","19 Jun 2020","","https://images-na.ssl-images-amazon.com/images/I/71JZ2DnpNLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71c0K+ZNl+L._SY88.jpg","Verified Purchase","Gregory Harris","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"7 WHOLE DAYS...","OK. I'm in the military and I'm stationed overseas in the middle east so I saw the estimated delivery time of around 30 days... OK cool I understand its a far place from the U.S.A. but BABYYYYYY 7 WHOLE LIVING DAYS, I had my switch in my hands charged and ready to play. Who shipped this? Jesus? Was it on the main line? Like 7 WHOLE EARTH ROTATING days! I cant even get a text back but they can ship and deliver in 7 WHOLE SWEET BABY JESUS DAYS!?!?! ...... Is this a setup? ... I. AM. CONFUSION.","31 Aug 2020","","","Verified Purchase","HOP","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Ridiculous!","Been waiting to find this and hurt to pay that much but I figured “hey it’s going to come with a 32 GB card and my kids are going to love it why not?” The switch came but there was no 32 GB card in the box! Really irritated by this and the customer service that amazon gave me.","25 Jul 2020","","","Verified Purchase","Ruben","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Never recieved the memory card","I really dont  have anything bad to say the only thing I would say is the price and never recieved the memory card. Otherwise my son loves it and works well.","17 Jul 2020","","","Verified Purchase","Lauren","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Nintendo Switch","Love the new Nintendo switch came quick with no damage and runs great","01 May 2020","","","Verified Purchase","Alyssa Bowers","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"All good but a couple problems","Ok yes the price is way more then it should be, but because I’ve been looking in stores for awhile and none has one this was the best option. It came with everything except the Micro SD card but some people did get one. I hooked it up to my tv and everything is working, my account linked and all I needed to do was redownload my games, but until I get another SD card I can’t play a lot of them. So yes there is a rick something goes wrong or doesn’t come with something. The shipping was amazing! Came in 4 days earlier and packaging was good. I haven’t tested the battery life yet on how long it lasts. So other then the SD card not included and the slight over price it was worth it! Especially since some switches on amazon cost more, this was the lowest I could find but it still went over $400 so be prepared!","26 Sep 2020","","https://images-na.ssl-images-amazon.com/images/I/71iiEoFSiIL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71zf-nzFlIL._SY88.jpg","Verified Purchase","Christal Manning","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Don't wait till Christmas when it's a $1000 or sold out.","In the picture it shows the Nintendo switch, the left blue controller and the right red controller are the same height. It's showing a Nintendo switch but the launch version. After I purchase it I thought I bought the wrong one because when I checked back on the picture and it shows a picture of the older version. The newer version shows the right red controller sliding up a little bit. When the Nintendo switch arrived at my house I was happy to see that it was the correct one showing the right red controller sliding up. The Nintendo switch that shows the right red controller sliding up has an extra 23 hours of portable battery life. Definitely worth the $500. Even if it is an extra $200. You can't get mad at someone being smart enough to stock up to make a profit. at least it's not some of these people that are trying to sell them for $1000. I would suggest purchasing Super Mario Odyssey as a game to go with it. It also comes with a 32 gig micro SD card. The Nintendo switch only allows you to use certain micro SD cards. (32 gig micro SD HC is the one that comes with it) I normally would have probably bought the wrong memory card otherwise. My nephew is going to love it. Fun fact this is all because of a kid named Nate who created this thing called bird bot. Anytime as soon as a Nintendo switch was manufactured it would immediately be sold to whoever previously put their credit card info in using bird bot. Thanks Nate... #Nates_a_piece_of_shit_that_just_cost_me_an_extra_$200_but_I_ain't_mad_at_ya(2-Pac voice)","06 Jul 2020","","","Verified Purchase","John brownell","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Overpriced","Thank you Amazon for price gouging during this time of the pandemic. And thank you Nintendo for keeping supplies of the console limited to cause the price gouging. That being said, I broke down and purchased the console so I could enjoy playing with my kids/family. Everything arrived in a timely fashion and seems to work great.","09 Jun 2020","","","Verified Purchase","Julsquirrel","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Real Switch, 2 day shipping, Over Priced","I was hesitant to purchase due to fear of it not being authentic but it was. It is version 2 & DID NOT come with a memory card, I believe it just means the BUILT-IN STORAGE. Everything looks brand new and is packaged well. Very pleased it came in 2 days, instead of a week as it was estimated with free shipping. Very pleased, but will be returning due to being way overpriced, and the Nintendo store is set to have more in stock soon.","09 Oct 2020","","https://images-na.ssl-images-amazon.com/images/I/711rBCo60UL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/716rBgzqB0L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71jmNEIe95L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71urAnISdLL._SY88.jpg","Verified Purchase","Faith","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Missing memory card","Not only is this more expensive than MSRP, which is fair considering a shortage and the fact everyone wants one, but the main issue is that this is supposed to include a 32 gb memory card. It did not, and looking at other reviews, many people have had the same issue. Edit: update, the seller responded to my message, and said they would send the memory card. They were extremely apologetic, so it seems to have been an error of some sort. Will update review and rating again once I receive the memory card. Edit #2: Memory card was delivered, 32 gb micro that was the correct type. Updated to 4 stars, as while issues were corrected, there were still issues. Otherwise, everything works great and would recommend. Just make sure everything is in order when you receive your items.","20 Oct 2020","","","Verified Purchase","Michael Falls","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"Newbie gamer - bought a switch!  Perfect for this ol person!","I chose to have some fun while at home, now that the kids are all grown and I have some time.  I chose Nintendo because it had a lot more non-violent/non-violent games than Ps4 - (love love Yonder, trying Zelda next). I bought the Switch.  It's FUN!  Super easy to hook up and get started. It's portable, it takes up very little space, it can be handheld like a tablet, it can be used for actual workouts!!, it can hook up to the tv and be multi-functional there too. It's easily adaptive to solo or multi-players in ways I have yet to explore. -  I am loving Yonder, will try Zelda next. Great fun!","28 Sep 2020","","","Verified Purchase","fd5","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"price gouge","Price gouged so people who truly want one can get one at a cost. Arrived in great condition and as advertised.","27 Jun 2020","","","Verified Purchase","Cullen Kiker Scism","2.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Worth it to me.","I bought this during the pandemic as a birthday gift for my 11 year old son. He wanted this game so much I paid more than double what it is worth but he was so happy he cried when we gave it to him. So for me it was worth it. It came new just as described. Came with memory card and works great. Thank u.","03 Jul 2020","","","Verified Purchase","Jesse Johnson","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Doesn’t connect to dock.","So, the switch is just about perfect. Only problem: it doesn’t want to connect to any dock. I’ve tried repeatedly and done extensive research, but to no avail. Other than that issue, everything else is nice. The package came unsealed and looked like it had been opened before, which isn’t what I paid $400+ dollars for. But everything looked well enough that I let it go. If I was really desperate for the dock connectivity, this would have been a no-go, and it would have immediately went back. Luckily, I can live without out it. Just be weary of buying a switch on amazon. 7/10 it’s done right, but that other 3 you’ll get an switch that is a dud in one way or another.","23 Oct 2020","","","Verified Purchase","Amazon Customer","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Stopped working 3 weeks after","The Nintendo stopped working 3 weeks after we got it. It will not charge at all. Not only did it stop working but it was nearly 500 dollars not worth it.","29 Aug 2020","","","Verified Purchase","daisy","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Real Nintendo Switch but Overpriced","Your browser does not support HTML5 video. Exactly what I wanted, though overpriced. Has excellent battery life, came with all the accessories mentioned, and shipping was quick. This is a legit Nintendo Switch but priced to market value instead of actual value. My husband was very happy to receive this and has had no issues with the function of the device.","04 Oct 2020","","https://images-na.ssl-images-amazon.com/images/I/71QCS4UDmgL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yje45SUVL._SY88.jpg","Verified Purchase","Ashley Dunn","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"New red box Switch!","Aside from the price markup, all is good and it arrived as expected and everything seems complete. I was pleased that it was the (newer) red box Switch, and not the box pictured in the ad with the hand holding the grey box (older version). I got tired of checking Best But daily to only see everything sold out. My husband was happy and didn’t ask how much I paid!","23 Jun 2020","","https://images-na.ssl-images-amazon.com/images/I/71VmBi4ViRL._SY88.jpg","Verified Purchase","Pfin8","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"New version, arrived quickly","For all the people upset about price, that is not a factor of the product. Reviews are about the product. This is the new Switch model with better battery life. Arrived as described new in box. Hated paying a premium but won't be thinking of that as I trade Pokemon with my kids and play Splatoon with them. Will update if anything changes.","26 Jun 2020","","","Verified Purchase","kraken89","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Awesome","Easy set up 😍 my niece loves it","01 May 2020","","","Verified Purchase","Diamond 🖤","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"Bday surprise","We were so happy to find this console as NEW! They were sold out everywhere and my daughters bday couldn’t wait. It came before promised and we have had it for about6 weeks. No issues so far!","25 Jul 2020","","","Verified Purchase","enza","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
